City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,Channel-Port Aux Basques,100,CA,2022-01-31 21:45:05,67,47.5702,-59.1367,22.78,22.37
1,Hermanus,14,ZA,2022-01-31 21:47:04,83,-34.4187,19.2345,74.89,9.35
2,Tessalit,49,ML,2022-01-31 21:48:08,12,20.1986,1.0114,67.14,10.49
3,Lagoa,26,PT,2022-01-31 21:48:08,79,39.05,-27.9833,58.69,24.38
4,Nuuk,100,GL,2022-01-31 21:48:09,63,64.1835,-51.7216,20.01,4.61
5,Port Lincoln,57,AU,2022-01-31 21:48:10,76,-34.7333,135.8667,64.08,18.88
6,Northam,81,GB,2022-01-31 21:48:10,87,51.0333,-4.2167,48.61,16.84
7,Hobart,20,AU,2022-01-31 21:44:27,76,-42.8794,147.3294,75.06,1.01
8,Isangel,100,VU,2022-01-31 21:47:12,94,-19.55,169.2667,80.71,5.75
9,Yellowknife,20,CA,2022-01-31 21:46:17,78,62.456,-114.3525,-7.58,11.5
10,Dagua,100,CO,2022-01-31 21:48:12,94,3.6569,-76.6886,82.9,3.69
11,Barrow,0,US,2022-01-31 21:47:54,76,71.2906,-156.7887,-14.78,9.22
12,Bluff,26,NZ,2022-01-31 21:40:22,81,-46.6,168.3333,72.81,3.24
13,Busselton,24,AU,2022-01-31 21:45:27,64,-33.65,115.3333,57.09,15.23
14,Kapaa,0,US,2022-01-31 21:47:36,70,22.0752,-159.319,78.12,1.01
15,Bereda,42,ES,2022-01-31 21:48:15,95,43.2686,-7.5406,47.91,6.96
16,Prince George,20,CA,2022-01-31 21:43:50,72,53.9166,-122.753,24.3,2.3
17,Norman Wells,75,CA,2022-01-31 21:44:53,66,65.282,-126.8329,5.04,18.41
18,Srednekolymsk,100,RU,2022-01-31 21:46:32,93,67.45,153.6833,-15.02,4.61
19,Ler,96,SS,2022-01-31 21:48:17,16,8.3018,30.1418,78.17,9.82
20,Villazon,94,BO,2022-01-31 21:48:18,71,-22.0866,-65.5942,51.21,17.02
21,Port Elizabeth,100,ZA,2022-01-31 21:47:05,94,-33.918,25.5701,73.69,8.05
22,Torbay,75,CA,2022-01-31 21:48:19,74,47.6666,-52.7314,32.77,14.97
23,Ahuimanu,40,US,2022-01-31 21:48:20,66,21.4447,-157.8378,79.2,1.99
24,Tefe,20,BR,2022-01-31 21:48:21,70,-3.3542,-64.7114,89.71,4.61
25,Namatanai,100,PG,2022-01-31 21:48:21,80,-3.6667,152.4333,80.46,3.27
26,Airai,84,TL,2022-01-31 21:47:27,87,-8.9266,125.4092,59.99,4.34
27,Kinango,96,KE,2022-01-31 21:48:22,93,-4.1372,39.3153,75.31,2.01
28,Itoman,75,JP,2022-01-31 21:48:23,74,26.1247,127.6694,60.82,9.22
29,Avarua,75,CK,2022-01-31 21:43:53,83,-21.2078,-159.775,78.85,5.75
30,Ushuaia,75,AR,2022-01-31 21:42:36,76,-54.8,-68.3,46.06,27.63
31,Punta Arenas,100,CL,2022-01-31 21:46:54,81,-53.15,-70.9167,46.51,34.52
32,Qaanaaq,0,GL,2022-01-31 21:48:26,46,77.484,-69.3632,-21.78,8.77
33,Mount Isa,75,AU,2022-01-31 21:48:26,100,-20.7333,139.5,78.57,4.61
34,Kodiak,100,US,2022-01-31 21:40:46,80,57.79,-152.4072,26.11,0.0
35,Nyuzen,84,JP,2022-01-31 21:48:27,65,36.9333,137.5,33.48,4.41
36,Cap Malheureux,43,MU,2022-01-31 21:48:28,71,-19.9842,57.6142,79.47,11.99
37,Chickasha,0,US,2022-01-31 21:48:29,26,35.0526,-97.9364,72.75,14.97
38,Inhambane,30,MZ,2022-01-31 21:48:30,82,-23.865,35.3833,76.26,8.34
39,Buala,96,SB,2022-01-31 21:48:30,75,-8.145,159.5921,82.96,3.94
40,Albany,8,US,2022-01-31 21:47:23,83,42.6001,-73.9662,30.15,2.15
41,Egvekinot,82,RU,2022-01-31 21:48:31,73,66.3167,-179.1667,0.09,11.56
42,Rudnogorsk,100,RU,2022-01-31 21:48:32,99,57.2639,103.7519,-8.41,1.43
43,Iqaluit,20,CA,2022-01-31 21:46:56,74,63.7506,-68.5145,-27.31,1.99
44,Rikitea,81,PF,2022-01-31 21:45:15,65,-23.1203,-134.9692,77.59,4.18
45,Emerald,66,AU,2022-01-31 21:47:07,69,-23.5333,148.1667,80.74,8.05
46,Humberto De Campos,51,BR,2022-01-31 21:48:34,83,-2.5983,-43.4611,78.28,8.34
47,George,75,ZA,2022-01-31 21:48:35,94,-33.963,22.4617,67.55,4.61
48,Touros,47,BR,2022-01-31 21:42:21,73,-5.1989,-35.4608,83.3,13.8
49,Vila Velha,75,BR,2022-01-31 21:47:09,87,-20.3297,-40.2925,80.55,3.0
50,Ribeira Grande,40,PT,2022-01-31 21:48:36,72,38.5167,-28.7,61.2,16.11
51,Bima,69,ID,2022-01-31 21:48:37,95,-8.4667,118.7167,75.25,2.44
52,Puerto Ayora,62,EC,2022-01-31 21:44:57,93,-0.7393,-90.3518,78.76,3.0
53,Dingli,0,MT,2022-01-31 21:48:38,76,35.8614,14.3822,56.8,14.97
54,Jamestown,0,US,2022-01-31 21:44:57,50,42.097,-79.2353,33.12,0.0
55,Barguzin,91,RU,2022-01-31 21:48:39,96,53.6167,109.6167,-13.88,2.42
56,Port Alfred,100,ZA,2022-01-31 21:47:22,95,-33.5906,26.891,75.33,6.29
57,Nha Trang,26,VN,2022-01-31 21:48:40,91,12.25,109.1833,75.2,4.45
58,Vardo,0,NO,2022-01-31 21:48:41,86,70.3705,31.1107,15.78,20.71
59,Zomba,48,MW,2022-01-31 21:48:41,94,-15.386,35.3188,66.36,1.72
60,Vaini,40,TO,2022-01-31 21:46:45,83,-21.2,-175.2,82.56,8.05
61,Sao Jose Da Coroa Grande,8,BR,2022-01-31 21:48:42,75,-8.8978,-35.1478,80.1,7.83
62,Arraial Do Cabo,75,BR,2022-01-31 21:44:12,78,-22.9661,-42.0278,80.46,3.44
63,Gat,57,IL,2022-01-31 21:48:44,100,31.61,34.7642,50.92,9.53
64,Zhigansk,88,RU,2022-01-31 21:47:31,99,66.7697,123.3711,-31.05,7.52
65,Marawi,100,PH,2022-01-31 21:48:45,95,7.9986,124.2928,66.29,1.01
66,Zheleznodorozhnyy,100,RU,2022-01-31 21:48:46,98,55.7503,38.0042,30.72,5.08
67,Saint-Philippe,97,RE,2022-01-31 21:47:38,79,-21.3585,55.7679,78.39,14.79
68,Darlowo,62,PL,2022-01-31 21:48:47,63,54.421,16.4107,36.95,5.46
69,Latung,91,PH,2022-01-31 21:48:48,79,5.5,120.8833,80.71,4.38
70,Katsuura,84,JP,2022-01-31 21:47:20,46,35.1333,140.3,39.18,5.68
71,Plettenberg Bay,100,ZA,2022-01-31 21:48:49,70,-34.0527,23.3716,74.8,8.14
72,Petropavlovsk-Kamchatskiy,75,RU,2022-01-31 21:48:49,59,53.0452,158.6483,27.19,24.61
73,Abu Kamal,100,SY,2022-01-31 21:46:09,79,34.4506,40.9171,45.99,13.49
74,Jiangyou,99,CN,2022-01-31 21:48:51,94,31.7667,104.7167,39.6,3.69
75,Launceston,100,AU,2022-01-31 21:46:59,84,-41.45,147.1667,71.62,3.0
76,Taoudenni,67,ML,2022-01-31 21:48:52,8,22.6783,-3.9836,70.36,14.79
77,Barra Do Garcas,90,BR,2022-01-31 21:48:53,95,-15.89,-52.2567,73.08,3.11
78,Mar Del Plata,0,AR,2022-01-31 21:45:21,56,-38.0023,-57.5575,68.02,8.99
79,Mataura,54,NZ,2022-01-31 21:47:32,61,-46.1927,168.8643,72.48,1.63
80,Cairns,40,AU,2022-01-31 21:48:54,89,-16.9167,145.7667,81.07,1.14
81,Pathalgaon,5,IN,2022-01-31 21:48:55,37,22.5667,83.4667,56.55,3.62
82,Chengzihe,16,CN,2022-01-31 21:48:56,98,45.3333,131.0667,-9.26,4.41
83,Hilo,20,US,2022-01-31 21:42:19,58,19.7297,-155.09,80.33,6.91
84,Burns Lake,99,CA,2022-01-31 21:45:06,85,54.2331,-125.7533,20.62,1.77
85,Jieshi,100,CN,2022-01-31 21:48:57,86,22.8134,115.8257,52.95,10.83
86,Buyukcavuslu,0,TR,2022-01-31 21:48:58,86,41.2423,28.0646,39.25,4.61
87,Codrington,52,AU,2022-01-31 21:48:59,66,-38.2667,141.9667,63.95,17.54
88,Cabo San Lucas,1,MX,2022-01-31 21:47:48,59,22.8909,-109.9124,78.62,5.99
89,Atuona,20,PF,2022-01-31 21:47:01,74,-9.8,-139.0333,78.44,21.21
90,Chokurdakh,100,RU,2022-01-31 21:49:00,96,70.6333,147.9167,-16.06,2.37
91,Severo-Kurilsk,100,RU,2022-01-31 21:46:53,73,50.6789,156.125,28.9,21.41
92,Bournemouth,45,GB,2022-01-31 21:49:02,85,50.7205,-1.8795,46.29,1.01
93,Shamkhal,77,RU,2022-01-31 21:49:02,78,43.0596,47.3373,37.38,9.98
94,Upernavik,90,GL,2022-01-31 21:49:03,99,72.7868,-56.1549,-19.77,4.92
95,Tasiilaq,99,GL,2022-01-31 21:43:56,99,65.6145,-37.6368,12.36,4.68
96,Port Macquarie,40,AU,2022-01-31 21:44:23,94,-31.4333,152.9167,78.89,1.14
97,Vizinga,77,RU,2022-01-31 21:49:05,99,61.0749,50.1031,1.51,4.16
98,New Norfolk,22,AU,2022-01-31 21:46:51,64,-42.7826,147.0587,74.7,5.57
99,Burnie,85,AU,2022-01-31 21:49:06,99,-41.0667,145.9167,70.92,11.7
100,Can Tho,20,VN,2022-01-31 21:49:06,94,10.0333,105.7833,75.18,5.75
101,Naze,52,JP,2022-01-31 21:49:07,66,28.3667,129.4833,49.12,7.07
102,Bredasdorp,56,ZA,2022-01-31 21:46:17,83,-34.5322,20.0403,73.27,9.22
103,Olinda,40,BR,2022-01-31 21:49:08,74,-8.0089,-34.8553,82.13,6.91
104,Kenai,20,US,2022-01-31 21:49:09,92,60.5544,-151.2583,14.02,4.61
105,Catia La Mar,75,VE,2022-01-31 21:49:10,70,10.6038,-67.0303,86.2,6.91
106,Butaritari,91,KI,2022-01-31 21:46:57,79,3.0707,172.7902,81.25,14.14
107,Castro,10,BR,2022-01-31 21:49:11,79,-24.7911,-50.0119,68.27,2.71
108,Tuktoyaktuk,75,CA,2022-01-31 21:47:24,76,69.4541,-133.0374,-14.8,2.3
109,Bjornevatn,20,NO,2022-01-31 21:49:12,77,69.6672,29.9847,1.02,9.22
110,Khasan,70,RU,2022-01-31 21:49:13,70,42.4308,130.6434,16.2,6.08
111,Takoradi,63,GH,2022-01-31 21:49:13,82,4.8845,-1.7554,78.46,5.66
112,Bam,0,IR,2022-01-31 21:49:14,33,29.106,58.357,51.19,3.53
113,Iturama,100,BR,2022-01-31 21:49:15,86,-19.7281,-50.1956,72.5,3.4
114,Nikolskoye,100,RU,2022-01-31 21:45:20,97,59.7035,30.7861,26.87,5.26
115,Amvrosiyivka,92,UA,2022-01-31 21:49:16,87,47.7935,38.4777,30.97,12.44
116,Bonavista,72,CA,2022-01-31 21:49:16,70,48.6499,-53.1147,33.12,15.86
117,Kruisfontein,100,ZA,2022-01-31 21:49:17,94,-34.0033,24.7314,70.88,2.95
118,Hithadhoo,27,MV,2022-01-31 21:47:13,73,-0.6,73.0833,82.24,10.11
119,Kibala,85,TD,2022-01-31 21:49:19,16,9.1104,18.3463,74.03,5.99
120,Champoton,6,MX,2022-01-31 21:49:19,51,19.35,-90.7167,81.41,6.73
121,Mount Gambier,100,AU,2022-01-31 21:45:15,72,-37.8333,140.7667,62.51,18.41
122,Adrar,100,MR,2022-01-31 21:49:20,14,20.5022,-10.0711,75.13,10.83
123,Sao Filipe,100,CV,2022-01-31 21:46:20,78,14.8961,-24.4956,72.75,5.61
124,Mahebourg,75,MU,2022-01-31 21:47:54,83,-20.4081,57.7,79.25,18.41
125,Saskylakh,90,RU,2022-01-31 21:45:11,100,71.9167,114.0833,-28.71,2.01
126,Faya,3,SA,2022-01-31 21:49:22,78,18.3851,42.4509,55.92,6.78
127,Fairview,0,US,2022-01-31 21:49:23,41,40.8126,-73.999,31.82,3.44
128,Riyadh,37,SA,2022-01-31 21:49:19,43,24.6877,46.7219,64.54,9.06
129,Fortuna,20,US,2022-01-31 21:49:24,74,40.5982,-124.1573,55.47,1.01
130,Flinders,11,AU,2022-01-31 21:49:25,87,-34.5833,150.8552,81.05,7.0
131,Sabang,99,ID,2022-01-31 21:49:25,75,5.8933,95.3214,81.63,11.03
132,Rantepao,63,ID,2022-01-31 21:49:26,92,-2.9701,119.8978,63.57,2.8
133,Havre-Saint-Pierre,100,CA,2022-01-31 21:49:27,73,50.2334,-63.5986,15.8,14.97
134,Verkhniye Kigi,100,RU,2022-01-31 21:49:27,96,55.4083,58.6044,13.77,4.36
135,Itarema,23,BR,2022-01-31 21:49:28,80,-2.9248,-39.9167,80.26,15.3
136,Makushino,94,RU,2022-01-31 21:49:29,96,55.2103,67.2442,20.84,9.24
137,San Jose Iturbide,0,MX,2022-01-31 21:49:30,17,21.0,-100.3833,73.58,23.47
138,San Cristobal,80,VE,2022-01-31 21:47:34,55,7.7669,-72.225,78.98,3.51
139,Half Moon Bay,75,US,2022-01-31 21:46:17,75,37.4636,-122.4286,63.25,1.99
140,Pergamino,4,AR,2022-01-31 21:49:31,20,-33.89,-60.5736,76.51,12.24
141,Mporokoso,41,ZM,2022-01-31 21:49:32,96,-9.3727,30.125,59.34,2.77
142,Provideniya,75,RU,2022-01-31 21:43:42,56,64.3833,-173.3,8.71,22.37
143,Belaya Gora,100,RU,2022-01-31 21:49:33,94,68.5333,146.4167,-17.52,0.65
144,Conakry,67,GN,2022-01-31 21:49:35,83,9.538,-13.6773,80.67,6.91
145,Biak,76,ID,2022-01-31 21:49:36,80,-0.9131,122.8766,75.63,3.96
146,Graaff-Reinet,100,ZA,2022-01-31 21:49:36,58,-32.2522,24.5308,76.42,3.78
147,Yumaguzino,100,RU,2022-01-31 21:49:37,96,52.9041,56.3933,21.94,6.55
148,Siaya,100,KE,2022-01-31 21:49:38,86,0.0612,34.2882,65.21,11.12
149,Bethel,78,US,2022-01-31 21:47:23,85,41.3712,-73.414,28.99,1.68
150,Belyy Yar,61,RU,2022-01-31 21:49:39,81,53.6039,91.3903,-20.31,2.24
151,Fenoarivo Atsinanana,32,MG,2022-01-31 21:49:40,91,-17.3667,49.4167,75.0,8.86
152,Carnarvon,0,AU,2022-01-31 21:43:52,83,-24.8667,113.6333,77.07,13.8
153,Sitka,100,US,2022-01-31 21:47:03,80,57.0531,-135.33,35.49,3.44
154,Tromso,100,NO,2022-01-31 21:49:41,93,69.6496,18.957,26.62,3.0
155,Saint George,0,US,2022-01-31 21:49:42,19,37.1041,-113.5841,64.87,1.99
156,Puerto Escondido,7,MX,2022-01-31 21:47:17,63,15.85,-97.0667,84.02,12.44
157,Homer,0,US,2022-01-31 21:49:43,66,59.6425,-151.5483,29.05,3.44
158,Sarangani,100,PH,2022-01-31 21:49:44,77,5.4033,125.4636,81.48,19.71
159,Bandipur,90,NP,2022-01-31 21:49:45,73,27.9333,84.4167,48.22,1.28
160,Uruzgan,25,AF,2022-01-31 21:49:45,62,32.8333,66.0,33.46,9.33
161,Uvira,100,CD,2022-01-31 21:49:46,94,-3.4067,29.1458,70.03,2.08
162,Mecca,28,SA,2022-01-31 21:49:47,65,21.4267,39.8261,61.7,9.08
163,Cururupu,99,BR,2022-01-31 21:47:07,92,-1.8283,-44.8683,76.23,3.49
164,Elverum,87,NO,2022-01-31 21:49:48,98,60.8819,11.5623,12.6,2.33
165,Bulgan,11,MN,2022-01-31 21:49:48,88,48.8125,103.5347,-9.56,4.29
166,Severo-Yeniseyskiy,93,RU,2022-01-31 21:49:49,98,60.3725,93.0408,-8.39,4.0
167,Krasnoselkup,100,RU,2022-01-31 21:49:50,95,65.7,82.4667,9.27,9.48
168,Oistins,40,BB,2022-01-31 21:49:51,65,13.0667,-59.5333,84.29,12.66
169,Yatou,57,CN,2022-01-31 21:49:51,66,37.15,122.3833,28.06,16.82
170,Kaitangata,49,NZ,2022-01-31 21:49:52,72,-46.2817,169.8464,70.93,3.62
171,Vao,100,NC,2022-01-31 21:46:50,85,-22.6667,167.4833,77.67,9.17
172,Khatanga,53,RU,2022-01-31 21:47:19,100,71.9667,102.5,-28.59,2.66
173,Ust-Kan,100,RU,2022-01-31 21:49:54,96,50.9276,84.761,9.34,1.79
174,Seoul,100,KR,2022-01-31 21:49:54,93,37.5683,126.9778,29.64,5.75
175,Azare,1,NG,2022-01-31 21:49:55,24,11.6765,10.1948,62.1,10.31
176,Antofagasta,1,CL,2022-01-31 21:44:41,70,-23.65,-70.4,69.08,8.03
177,Lorengau,100,PG,2022-01-31 21:49:56,90,-2.0226,147.2712,77.7,11.3
178,Praia Da Vitoria,75,PT,2022-01-31 21:49:57,88,38.7333,-27.0667,59.76,19.26
179,Bathsheba,40,BB,2022-01-31 21:49:57,65,13.2167,-59.5167,84.81,12.66
180,Esperance,88,AU,2022-01-31 21:47:39,61,-33.8667,121.9,60.64,15.57
181,Kozan,100,TR,2022-01-31 21:49:59,94,37.4552,35.8157,43.7,6.98
182,Dunmore East,97,IE,2022-01-31 21:50:00,75,52.1514,-6.9861,50.09,17.43
183,Orativ,64,UA,2022-01-31 21:50:01,90,49.1889,29.527,24.12,10.31
184,Noumea,100,NC,2022-01-31 21:50:02,76,-22.2763,166.4572,82.38,2.73
185,Victoria,99,HK,2022-01-31 21:46:12,89,22.2855,114.1577,58.24,5.01
186,Grootfontein,100,NA,2022-01-31 21:50:04,88,-19.5667,18.1167,65.8,17.65
187,Keita,0,NE,2022-01-31 21:50:05,10,14.7551,5.7749,61.47,9.22
188,Hami,0,CN,2022-01-31 21:50:05,37,42.8,93.45,21.02,3.42
189,Narsaq,100,GL,2022-01-31 21:40:55,94,60.9167,-46.05,26.82,7.47
190,Beringovskiy,94,RU,2022-01-31 21:50:06,90,63.05,179.3167,-1.5,17.83
191,Huilong,92,CN,2022-01-31 21:50:08,67,31.8111,121.655,44.04,9.86
192,Dhidhdhoo,1,MV,2022-01-31 21:50:08,73,6.8833,73.1,81.45,10.18
193,Souillac,75,MU,2022-01-31 21:50:09,83,-20.5167,57.5167,79.36,18.41
194,Faranah,70,GN,2022-01-31 21:50:10,14,10.0404,-10.7434,78.49,5.41
195,Ngunguru,100,NZ,2022-01-31 21:50:11,84,-35.6167,174.5,71.17,18.23
196,Botwood,93,CA,2022-01-31 21:50:12,78,49.1499,-55.3482,29.68,8.77
197,East London,100,ZA,2022-01-31 21:45:34,80,-33.0153,27.9116,76.96,2.15
198,Nouadhibou,100,MR,2022-01-31 21:46:53,73,20.931,-17.0347,67.98,14.97
199,Namibe,95,AO,2022-01-31 21:50:13,73,-15.1961,12.1522,72.39,8.1
200,Leningradskiy,34,RU,2022-01-31 21:50:14,95,69.3833,178.4167,-18.29,8.99
201,Sandnessjoen,0,NO,2022-01-31 21:50:15,47,66.0217,12.6316,28.51,5.01
202,Shellbrook,100,CA,2022-01-31 21:50:16,92,53.2168,-106.4011,11.43,22.84
203,Georgetown,20,MY,2022-01-31 21:47:06,88,5.4112,100.3354,80.53,1.01
204,Dikson,100,RU,2022-01-31 21:47:40,92,73.5069,80.5464,-4.05,18.19
205,Rio Grande,33,BR,2022-01-31 21:41:50,77,-32.035,-52.0986,78.91,20.24
206,Hasaki,68,JP,2022-01-31 21:47:43,43,35.7333,140.8333,28.8,8.95
207,Klaksvik,100,FO,2022-01-31 21:45:31,97,62.2266,-6.589,43.72,21.97
208,Cape Town,0,ZA,2022-01-31 21:46:48,78,-33.9258,18.4232,75.11,1.01
209,Lasa,94,IT,2022-01-31 21:50:19,95,46.6166,10.7002,32.88,7.72
210,Clyde River,75,CA,2022-01-31 21:47:49,75,70.4692,-68.5914,-28.97,2.3
211,Krasnoarmeyskoye,98,RU,2022-01-31 21:50:20,92,52.7182,50.0322,28.8,19.98
212,Pandan,79,PH,2022-01-31 21:50:21,86,14.0453,124.1694,77.14,15.52
213,Bengkulu,99,ID,2022-01-31 21:45:19,87,-3.8004,102.2655,75.4,3.4
214,Geraldton,10,AU,2022-01-31 21:47:32,60,-28.7667,114.6,68.41,17.27
215,Changji,75,CN,2022-01-31 21:47:21,85,44.0167,87.3167,0.39,2.24
216,Yanam,9,IN,2022-01-31 21:50:23,95,16.7333,82.2167,62.87,1.86
217,Marsa Matruh,65,EG,2022-01-31 21:50:24,87,31.3525,27.2453,53.8,5.75
218,Biala Podlaska,44,PL,2022-01-31 21:48:37,83,52.0324,23.1165,28.06,9.08
219,Porto Novo,66,BJ,2022-01-31 21:50:25,74,6.4965,2.6036,80.42,6.62
220,Birjand,0,IR,2022-01-31 21:50:25,38,32.8663,59.2211,36.07,11.5
221,Kavaratti,1,IN,2022-01-31 21:50:26,72,10.5669,72.642,80.29,10.38
222,Singkang,100,MY,2022-01-31 21:50:27,95,2.1006,102.7994,76.89,3.0
223,Benton Harbor,0,US,2022-01-31 21:49:22,61,42.1167,-86.4542,32.32,12.66
224,Lebu,0,CL,2022-01-31 21:45:25,69,-37.6167,-73.65,60.3,18.75
225,Bambanglipuro,100,ID,2022-01-31 21:50:28,90,-7.95,110.2833,60.6,3.33
226,Kapit,99,MY,2022-01-31 21:50:29,99,2.0167,112.9333,71.64,1.52
227,Tiksi,100,RU,2022-01-31 21:46:50,99,71.6872,128.8694,-11.2,6.62
228,Kailua,40,US,2022-01-31 21:50:31,70,21.4022,-157.7394,78.78,5.75
229,Chuy,38,UY,2022-01-31 21:42:40,58,-33.6971,-53.4616,67.37,14.38
230,Harper,36,LR,2022-01-31 21:50:32,83,4.375,-7.7169,79.52,4.9
231,Strezhevoy,100,RU,2022-01-31 21:50:33,96,60.7333,77.5889,6.78,6.93
232,Mayo,0,US,2022-01-31 21:50:33,58,38.8876,-76.5119,36.77,7.0
233,Hastings,34,GB,2022-01-31 21:50:34,83,50.8552,0.5729,43.38,15.55
234,Thompson,100,CA,2022-01-31 21:44:56,85,55.7435,-97.8558,1.56,6.91
235,Terra Nova,9,BR,2022-01-31 21:50:35,74,-12.3667,-40.6667,72.77,3.02
236,Palmer,20,US,2022-01-31 21:50:36,34,42.1584,-72.3287,30.13,8.05
237,Olafsvik,85,IS,2022-01-31 21:50:37,90,64.8945,-23.7142,30.27,20.49
238,Troy,0,US,2022-01-31 21:48:09,70,42.6056,-83.1499,30.51,4.0
239,Los Llanos De Aridane,17,ES,2022-01-31 21:50:38,65,28.6585,-17.9182,58.12,3.0
240,Pasighat,98,IN,2022-01-31 21:49:07,77,28.0667,95.3333,56.03,1.23
241,Solnechnyy,99,RU,2022-01-31 21:50:39,99,50.7214,136.6319,-3.57,1.45
242,Gravdal,40,NO,2022-01-31 21:50:40,69,68.1214,13.5031,30.09,8.05
243,Takaka,100,NZ,2022-01-31 21:50:40,61,-40.85,172.8,72.55,3.15
244,Aswan,0,EG,2022-01-31 21:47:46,54,24.0934,32.907,52.9,4.61
245,Bara,1,NG,2022-01-31 21:50:41,23,10.3744,10.7288,66.72,9.8
246,Necochea,81,AR,2022-01-31 21:50:42,41,-38.5473,-58.7368,70.03,4.7
247,Teterow,99,DE,2022-01-31 21:50:43,97,53.7833,12.5667,39.81,7.11
248,Giaveno,1,IT,2022-01-31 21:50:43,20,45.047,7.3492,47.35,9.57
249,Atar,100,MR,2022-01-31 21:50:44,13,20.5169,-13.0499,80.51,8.48
250,Catuday,5,PH,2022-01-31 21:50:45,72,16.2923,119.8062,75.18,11.07
251,Kiruna,49,SE,2022-01-31 21:50:45,84,67.8557,20.2251,-6.68,8.05
252,Mantua,8,IT,2022-01-31 21:50:46,86,45.1667,10.7833,46.71,4.0
253,Okha,99,RU,2022-01-31 21:50:47,91,53.5739,142.9478,4.19,24.45
254,Oranjemund,0,NA,2022-01-31 21:46:46,83,-28.55,16.4333,67.48,5.32
255,Port Blair,53,IN,2022-01-31 21:46:27,75,11.6667,92.75,73.04,7.0
256,Panipat,0,IN,2022-01-31 21:50:48,68,29.3889,76.9681,50.25,3.29
257,Mount Darwin,1,ZW,2022-01-31 21:50:49,97,-16.7725,31.5838,64.63,1.99
258,Batagay,100,RU,2022-01-31 21:50:50,98,67.6333,134.6333,-27.38,1.28
259,Pangkalanbuun,100,ID,2022-01-31 21:47:48,90,-2.6833,111.6167,73.42,1.7
260,Tual,100,ID,2022-01-31 21:50:51,75,-5.6667,132.75,83.88,21.25
261,Nanortalik,100,GL,2022-01-31 21:50:23,84,60.1432,-45.2371,27.37,21.3
262,Kertosono,100,ID,2022-01-31 21:50:52,92,-7.5833,112.1,73.13,1.77
263,Meulaboh,38,ID,2022-01-31 21:50:53,86,4.1363,96.1285,76.78,2.15
264,Khovu-Aksy,4,RU,2022-01-31 21:50:54,84,51.1333,93.6,-15.25,3.78
265,Labuan,20,MY,2022-01-31 21:50:54,94,5.2767,115.2417,79.16,0.0
266,Kirensk,100,RU,2022-01-31 21:50:55,99,57.7853,108.1119,-1.91,2.62
267,Qandala,37,SO,2022-01-31 21:50:56,82,11.472,49.8728,76.15,7.34
268,Kumluca,8,TR,2022-01-31 21:50:56,65,36.3703,30.2869,45.68,6.06
269,Saint Anthony,0,US,2022-01-31 21:50:57,73,45.0205,-93.218,29.25,7.0
270,Priiskovyy,69,RU,2022-01-31 21:50:58,100,51.9333,116.6333,-27.4,1.01
271,Pevek,100,RU,2022-01-31 21:45:33,96,69.7008,170.3133,-15.75,0.69
272,Taltal,4,CL,2022-01-31 21:50:59,68,-25.4,-70.4833,68.74,7.0
273,Yashalta,100,RU,2022-01-31 21:51:00,92,46.3395,42.2762,33.26,7.92
274,Ahipara,100,NZ,2022-01-31 21:51:01,90,-35.1667,173.1667,69.12,14.45
275,Alencon,7,FR,2022-01-31 21:51:01,88,48.4333,0.0833,38.19,7.05
276,Melipilla,0,CL,2022-01-31 21:51:02,46,-33.7,-71.2167,90.01,10.45
277,Mehamn,99,NO,2022-01-31 21:47:58,89,71.0357,27.8492,24.98,8.95
